ID_Produto,Data_Producao,Tempo_Producao,Tempo_Setup,Quantidade_Produzida
P0819,2024-01-02,234,17,78
P0820,2024-01-27,127,40,97
P0821,2024-01-11,186,31,78
P0822,2024-01-03,168,15,83
P0823,2024-01-15,174,49,20
P0824,2024-01-24,62,25,49
P0825,2024-01-23,164,50,25
P0826,2024-01-30,111,24,76
P0827,2024-01-29,132,30,34
P0828,2024-01-04,177,37,80
P0829,2024-01-02,127,56,91
P0830,2024-01-11,193,33,26
P0831,2024-01-17,47,28,10
P0832,2024-01-17,199,16,12
P0833,2024-01-16,77,22,99
P0834,2024-01-24,89,55,50
P0835,2024-01-12,159,26,61
P0836,2024-01-25,150,18,27
P0837,2024-01-12,195,50,78
P0838,2024-01-10,159,15,58
P0839,2024-01-15,175,36,23
P0840,2024-01-13,159,50,80
P0841,2024-01-10,193,47,93
P0842,2024-01-14,85,36,46
P0843,2024-01-10,218,27,81
P0844,2024-01-07,179,60,69
P0845,2024-01-06,130,48,18
P0846,2024-01-09,48,40,32
P0847,2024-01-21,81,33,87
P0848,2024-01-31,116,45,89
P0849,2024-01-06,136,50,64
P0850,2024-01-27,115,31,60
P0851,2024-01-18,238,23,79
P0852,2024-01-12,131,58,65
P0853,2024-01-30,187,35,61
P0854,2024-01-10,103,47,85
P0855,2024-01-13,104,33,60
P0856,2024-01-09,124,40,42
P0857,2024-01-21,134,45,27
P0858,2024-01-27,44,21,13
P0859,2024-01-17,55,38,70
P0860,2024-01-08,121,46,63
P0861,2024-01-07,206,52,97
P0862,2024-01-27,210,35,48
P0863,2024-01-09,34,60,90
P0864,2024-01-16,87,27,85
P0865,2024-01-11,97,38,96
P0866,2024-01-07,233,22,17
P0867,2024-01-17,60,48,73
P0868,2024-01-12,32,10,60
P0869,2024-01-10,213,31,50
P0870,2024-01-13,164,16,54
P0871,2024-01-08,35,43,29
P0872,2024-01-06,121,46,28
P0873,2024-01-29,85,32,24
P0874,2024-01-13,168,41,19
P0875,2024-01-08,67,27,87
P0876,2024-01-26,187,34,54
P0877,2024-01-20,231,55,95
P0878,2024-01-20,85,38,75
P0879,2024-01-30,131,30,15
P0880,2024-01-14,148,38,100
P0881,2024-01-28,162,57,63
P0882,2024-01-13,48,46,51
P0883,2024-01-08,146,22,40
P0884,2024-01-14,100,25,14
P0885,2024-01-15,37,31,29
P0886,2024-01-02,52,58,73
P0887,2024-01-27,65,48,49
P0888,2024-01-13,41,57,13
P0889,2024-01-22,42,27,95
P0890,2024-01-02,197,33,24
P0891,2024-01-29,82,18,41
P0892,2024-01-31,47,36,63
P0893,2024-01-28,196,53,88
P0894,2024-01-05,183,52,66
P0895,2024-01-04,218,34,30
P0896,2024-01-03,185,25,28
P0897,2024-01-03,35,25,76
P0898,2024-01-15,209,43,58
P0899,2024-01-09,109,43,56
P0900,2024-01-25,190,29,24
P0901,2024-01-04,81,56,28
P0902,2024-01-08,174,25,81
P0903,2024-01-13,194,38,96
P0904,2024-01-23,178,19,16
P0905,2024-01-28,177,23,38
P0906,2024-01-02,39,37,85
P0907,2024-01-28,134,17,30
P0908,2024-01-20,228,16,87
P0909,2024-01-18,238,48,85
P0910,2024-01-01,149,58,64
P0911,2024-01-01,96,55,98
P0912,2024-01-22,133,59,63
P0913,2024-01-11,99,49,94
P0914,2024-01-10,68,56,33
P0915,2024-01-15,98,54,88
P0916,2024-01-26,144,58,15
P0917,2024-01-03,102,53,96
P0918,2024-01-06,199,38,52
P0919,2024-01-21,191,21,78
P0920,2024-01-12,133,35,32
P0921,2024-01-10,232,15,74
P0922,2024-01-22,147,30,59
P0923,2024-01-03,103,37,42
P0924,2024-01-11,232,43,63
P0925,2024-01-08,115,51,19
P0926,2024-01-29,150,29,19
P0927,2024-01-08,228,45,11
P0928,2024-01-22,238,45,33
P0929,2024-01-04,153,49,72
P0930,2024-01-31,69,32,91
P0931,2024-01-29,68,55,92
P0932,2024-01-21,49,13,12
P0933,2024-01-01,129,41,30
P0934,2024-01-01,72,43,20
P0935,2024-01-27,104,27,97
P0936,2024-01-11,62,56,46
P0937,2024-01-21,190,13,66
P0938,2024-01-25,190,19,87
P0939,2024-01-05,62,20,12
P0940,2024-01-10,91,33,31
P0941,2024-01-06,196,22,27
P0942,2024-01-02,215,43,17
P0943,2024-01-08,228,58,58
P0944,2024-01-10,192,19,10
P0945,2024-01-16,236,15,12
P0946,2024-01-10,206,31,44
P0947,2024-01-16,95,46,49
P0948,2024-01-03,149,20,53
P0949,2024-01-30,159,10,20
P0950,2024-01-21,81,41,82
P0951,2024-01-03,211,22,41
P0952,2024-01-15,219,49,12
P0953,2024-01-06,106,40,16
P0954,2024-01-18,54,55,19
P0955,2024-01-20,159,19,42
P0956,2024-01-19,51,51,66
P0957,2024-01-21,138,36,45
P0958,2024-01-30,189,42,19
P0959,2024-01-19,32,27,12
P0960,2024-01-13,203,41,81
P0961,2024-01-05,93,53,54
P0962,2024-01-31,177,38,40
P0963,2024-01-06,234,46,92
P0964,2024-01-01,167,53,55
P0965,2024-01-30,73,22,93
P0966,2024-01-20,80,17,85
P0967,2024-01-21,160,13,94
P0968,2024-01-14,81,41,87
P0969,2024-01-31,164,32,80
P0970,2024-01-05,209,29,85
P0971,2024-01-29,223,28,51
P0972,2024-01-29,170,25,50
P0973,2024-01-03,50,13,73
P0974,2024-01-30,67,22,84
P0975,2024-01-19,215,14,70
P0976,2024-01-08,93,31,14
P0977,2024-01-31,74,50,16
P0978,2024-01-21,72,32,89
P0979,2024-01-07,75,32,31
P0980,2024-01-09,178,59,95
P0981,2024-01-25,192,54,67
P0982,2024-01-23,118,14,46
P0983,2024-01-16,155,47,95
P0984,2024-01-13,217,53,56
P0985,2024-01-19,98,24,17
P0986,2024-01-11,151,13,96
P0987,2024-01-13,221,38,22
P0988,2024-01-02,184,38,58
P0989,2024-01-17,119,51,87
P0990,2024-01-08,60,10,32
P0991,2024-01-12,95,45,99
P0992,2024-01-12,152,41,55
P0993,2024-01-24,83,51,93
P0994,2024-01-31,205,18,47
P0995,2024-01-05,188,32,36
P0996,2024-01-08,215,51,29
P0997,2024-01-22,134,58,18
P0998,2024-01-25,201,10,57
P0999,2024-01-13,67,38,60
P1000,2024-01-14,97,39,87
P1001,2024-01-14,103,26,19
P1002,2024-01-02,65,23,69
P1003,2024-01-29,147,19,27
P1004,2024-01-05,175,23,85
P1005,2024-01-20,147,30,41
P1006,2024-01-20,139,21,62
P1007,2024-01-24,66,23,87
P1008,2024-01-06,103,44,99
P1009,2024-01-06,55,46,41
P1010,2024-01-23,151,48,85
P1011,2024-01-27,75,24,68
P1012,2024-01-10,153,11,59
P1013,2024-01-14,92,21,32
P1014,2024-01-04,228,53,76
P1015,2024-01-22,79,40,58
P1016,2024-01-30,184,21,80
P1017,2024-01-15,234,26,13
P1018,2024-01-22,189,44,22
P1019,2024-01-11,79,12,74
P1020,2024-01-26,174,32,79
P1021,2024-01-01,162,40,27
P1022,2024-01-10,100,56,22
P1023,2024-01-28,37,54,26
P1024,2024-01-05,73,27,58
P1025,2024-01-19,158,22,59
P1026,2024-01-25,195,42,89
P1027,2024-01-08,125,54,80
P1028,2024-01-13,147,30,22
P1029,2024-01-20,205,59,30
P1030,2024-01-04,156,60,74
P1031,2024-01-31,161,13,39
P1032,2024-01-22,59,30,21
P1033,2024-01-18,88,57,82
P1034,2024-01-20,83,28,45
P1035,2024-01-29,69,16,91
P1036,2024-01-02,46,26,30
P1037,2024-01-04,101,30,21
P1038,2024-01-28,135,60,80
P1039,2024-01-15,88,44,71
P1040,2024-01-24,125,27,35
P1041,2024-01-24,213,48,40
P1042,2024-01-13,63,15,17
P1043,2024-01-06,61,29,91
P1044,2024-01-01,31,25,24
P1045,2024-01-06,155,50,80
P1046,2024-01-04,147,22,10
P1047,2024-01-14,183,20,92
P1048,2024-01-06,152,16,11
P1049,2024-01-21,150,31,39
P1050,2024-01-09,99,60,72
P1051,2024-01-16,198,37,84
P1052,2024-01-30,151,20,58
P1053,2024-01-09,53,55,23
P1054,2024-01-10,182,35,81
P1055,2024-01-16,110,27,54
P1056,2024-01-10,115,10,46
P1057,2024-01-28,204,18,29
P1058,2024-01-30,164,14,20
P1059,2024-01-29,110,28,10
P1060,2024-01-30,33,33,33
P1061,2024-01-02,214,36,84
P1062,2024-01-01,187,21,64
P1063,2024-01-22,236,38,39
P1064,2024-01-17,146,20,88
P1065,2024-01-20,124,59,27
P1066,2024-01-28,189,53,92
P1067,2024-01-30,153,43,26
P1068,2024-01-19,89,35,54
P1069,2024-01-31,225,47,55
P1070,2024-01-15,161,17,17
P1071,2024-01-20,176,56,43
P1072,2024-01-20,87,44,83
P1073,2024-01-02,35,44,62
P1074,2024-01-15,141,15,34
P1075,2024-01-17,163,50,91
P1076,2024-01-20,120,34,99
P1077,2024-01-01,134,50,42
P1078,2024-01-25,37,20,58
P1079,2024-01-11,225,51,39
P1080,2024-01-01,217,13,99
P1081,2024-01-06,89,27,98
P1082,2024-01-29,100,23,100
P1083,2024-01-05,31,57,66
P1084,2024-01-26,240,40,46
P1085,2024-01-16,78,11,15
P1086,2024-01-13,124,51,78
P1087,2024-01-25,226,52,96
P1088,2024-01-08,66,47,69
P1089,2024-01-05,111,47,79
P1090,2024-01-12,180,14,25
P1091,2024-01-06,208,39,43
P1092,2024-01-18,171,17,52
P1093,2024-01-28,168,13,75
P1094,2024-01-27,183,15,74
P1095,2024-01-28,136,18,69
P1096,2024-01-27,190,60,48
P1097,2024-01-09,140,26,75
P1098,2024-01-25,160,16,80
P1099,2024-01-17,210,38,12
P1100,2024-01-08,165,33,46
P1101,2024-01-08,132,13,58
P1102,2024-01-30,41,11,92
P1103,2024-01-20,195,31,76
P1104,2024-01-30,181,55,95
P1105,2024-01-22,74,48,53
P1106,2024-01-07,185,48,24
P1107,2024-01-28,163,18,66
P1108,2024-01-21,65,19,34
P1109,2024-01-27,130,45,85
P1110,2024-01-31,98,14,45
P1111,2024-01-17,199,34,60
P1112,2024-01-10,35,37,19
P1113,2024-01-14,153,48,95
P1114,2024-01-04,184,25,57
P1115,2024-01-01,175,53,75
P1116,2024-01-28,182,43,31
P1117,2024-01-03,203,24,25
P1118,2024-01-24,196,35,36
P1119,2024-01-08,219,38,48
P1120,2024-01-15,102,25,29
P1121,2024-01-08,111,51,21
P1122,2024-01-23,236,60,18
P1123,2024-01-16,109,22,78
P1124,2024-01-14,67,45,66
P1125,2024-01-07,235,14,39
P1126,2024-01-15,138,15,18
P1127,2024-01-02,209,48,10
P1128,2024-01-13,174,28,22
P1129,2024-01-28,141,45,90
P1130,2024-01-13,47,16,52
P1131,2024-01-09,89,19,97
P1132,2024-01-03,155,21,35
P1133,2024-01-20,221,48,74
P1134,2024-01-15,54,24,100
P1135,2024-01-25,44,53,25
P1136,2024-01-19,183,31,14
P1137,2024-01-31,196,48,37
P1138,2024-01-03,191,45,64
P1139,2024-01-08,170,43,30
P1140,2024-01-15,102,24,75
P1141,2024-01-16,134,35,63
P1142,2024-01-05,55,42,89
P1143,2024-01-13,237,46,22
P1144,2024-01-25,202,46,78
P1145,2024-01-03,121,30,91
P1146,2024-01-02,54,43,88
P1147,2024-01-22,225,12,84
P1148,2024-01-07,91,54,46
P1149,2024-01-28,189,19,98
P1150,2024-01-27,207,12,31
P1151,2024-01-15,234,27,84
P1152,2024-01-13,234,18,46
P1153,2024-01-06,194,42,35
P1154,2024-01-22,68,25,12
P1155,2024-01-08,35,26,65
P1156,2024-01-08,147,41,18
P1157,2024-01-16,130,51,16
P1158,2024-01-14,67,12,22
P1159,2024-01-24,202,46,16
P1160,2024-01-27,91,10,83
P1161,2024-01-11,205,22,52
P1162,2024-01-25,73,18,61
P1163,2024-01-16,233,41,12
P1164,2024-01-11,230,40,12
P1165,2024-01-30,52,56,11
P1166,2024-01-10,176,57,97
P1167,2024-01-31,30,27,86
P1168,2024-01-30,228,57,73
P1169,2024-01-06,155,49,98
P1170,2024-01-04,226,41,64
P1171,2024-01-07,220,15,18
P1172,2024-01-20,101,43,38
P1173,2024-01-26,153,53,80
P1174,2024-01-16,226,22,89
P1175,2024-01-17,196,23,73
P1176,2024-01-20,151,33,94
P1177,2024-01-31,106,56,45
P1178,2024-01-03,83,60,32
P1179,2024-01-29,99,31,42
P1180,2024-01-16,149,53,16
P1181,2024-01-31,43,15,91
P1182,2024-01-05,165,40,37
P1183,2024-01-25,152,58,89
P1184,2024-01-18,116,44,84
P1185,2024-01-29,204,22,52
P1186,2024-01-23,185,31,44
P1187,2024-01-29,218,29,49
P1188,2024-01-24,83,47,85
P1189,2024-01-01,136,24,86
P1190,2024-01-31,191,45,38
P1191,2024-01-08,76,10,48
P1192,2024-01-23,98,17,76
P1193,2024-01-02,239,41,47
P1194,2024-01-25,75,24,83
P1195,2024-01-30,41,53,78
P1196,2024-01-22,198,41,20
P1197,2024-01-27,163,37,26
P1198,2024-01-13,207,15,76
P1199,2024-01-17,78,48,86
P1200,2024-01-25,179,16,29
P1201,2024-01-11,104,35,78
P1202,2024-01-18,169,53,14
P1203,2024-01-19,76,57,85
P1204,2024-01-26,168,51,38
P1205,2024-01-25,220,10,26
P1206,2024-01-27,136,32,13
P1207,2024-01-13,160,59,91
P1208,2024-01-05,144,22,20
P1209,2024-01-28,130,54,31
P1210,2024-01-03,55,33,47
P1211,2024-01-10,100,51,84
P1212,2024-01-18,142,43,27
P1213,2024-01-09,181,45,27
P1214,2024-01-02,163,19,87
P1215,2024-01-06,178,19,25
P1216,2024-01-28,34,45,13
P1217,2024-01-09,110,36,25
P1218,2024-01-13,230,33,81
P1219,2024-01-24,71,51,83
P1220,2024-01-14,231,60,53
P1221,2024-01-05,157,53,57
P1222,2024-01-26,187,37,25
P1223,2024-01-20,218,36,39
P1224,2024-01-15,174,17,62
P1225,2024-01-29,63,24,65
P1226,2024-01-20,214,19,44
P1227,2024-01-01,178,53,53
P1228,2024-01-19,212,24,94
P1229,2024-01-20,60,52,98
P1230,2024-01-02,109,59,85
P1231,2024-01-24,171,24,92
P1232,2024-01-21,68,43,74
P1233,2024-01-03,193,24,61
P1234,2024-01-09,141,54,53
P1235,2024-01-17,240,47,54
P1236,2024-01-24,59,60,68
P1237,2024-01-22,202,11,100
P1238,2024-01-15,215,35,44
P1239,2024-01-23,88,48,39
P1240,2024-01-20,111,35,44
P1241,2024-01-19,223,22,90
P1242,2024-01-04,98,18,48
P1243,2024-01-30,79,14,62
P1244,2024-01-20,214,35,39
P1245,2024-01-15,65,59,43
P1246,2024-01-31,85,22,98
P1247,2024-01-29,136,44,71
P1248,2024-01-17,48,36,93
P1249,2024-01-18,159,29,73
P1250,2024-01-29,152,16,75
P1251,2024-01-08,153,24,56
P1252,2024-01-24,219,55,16
P1253,2024-01-02,152,42,78
P1254,2024-01-28,63,54,48
P1255,2024-01-13,34,39,13
P1256,2024-01-23,103,35,44
P1257,2024-01-27,170,19,90
P1258,2024-01-12,213,11,13
P1259,2024-01-01,75,10,98
P1260,2024-01-15,149,15,20
P1261,2024-01-29,44,21,76
P1262,2024-01-31,47,38,42
P1263,2024-01-12,48,48,72
P1264,2024-01-22,215,23,49
P1265,2024-01-11,219,38,11
P1266,2024-01-05,136,28,50
P1267,2024-01-27,49,13,97
P1268,2024-01-13,153,52,43
P1269,2024-01-14,64,49,60
P1270,2024-01-10,65,51,63
P1271,2024-01-25,80,18,13
P1272,2024-01-03,219,28,59
P1273,2024-01-17,46,16,36
P1274,2024-01-07,105,43,35
P1275,2024-01-12,142,12,71
P1276,2024-01-14,76,29,15
P1277,2024-01-03,159,46,63
P1278,2024-01-05,193,47,63
P1279,2024-01-17,163,60,18
P1280,2024-01-31,198,21,57
P1281,2024-01-03,189,24,41
P1282,2024-01-08,93,44,13
P1283,2024-01-08,114,20,33
P1284,2024-01-06,151,34,13
P1285,2024-01-21,181,29,63
P1286,2024-01-11,199,48,33
P1287,2024-01-22,82,60,73
P1288,2024-01-04,237,18,100
P1289,2024-01-25,100,19,55
P1290,2024-01-08,192,55,93
P1291,2024-01-01,107,25,46
P1292,2024-01-11,133,16,76
P1293,2024-01-15,233,20,27
P1294,2024-01-16,235,46,97
P1295,2024-01-15,144,32,13
P1296,2024-01-05,108,48,13
P1297,2024-01-10,45,23,81
P1298,2024-01-17,222,23,45
P1299,2024-01-01,236,29,80
P1300,2024-01-12,123,28,96
P1301,2024-01-26,96,60,10
P1302,2024-01-16,211,52,61
P1303,2024-01-12,154,49,56
P1304,2024-01-19,145,45,69
P1305,2024-01-12,174,56,87
P1306,2024-01-28,240,32,80
P1307,2024-01-25,184,51,95
P1308,2024-01-23,148,26,47
P1309,2024-01-06,230,10,32
P1310,2024-01-28,31,20,37
P1311,2024-01-13,35,26,59
P1312,2024-01-28,57,40,39
P1313,2024-01-06,168,43,30
P1314,2024-01-29,223,24,67
P1315,2024-01-24,95,32,71
P1316,2024-01-07,85,58,92
P1317,2024-01-28,180,40,61
P1318,2024-01-22,230,59,48
P1319,2024-01-13,153,19,38
P1320,2024-01-01,239,55,34
P1321,2024-01-28,54,19,72
P1322,2024-01-16,235,50,75
P1323,2024-01-14,30,44,44
P1324,2024-01-21,239,60,66
P1325,2024-01-22,142,21,13
P1326,2024-01-10,103,28,33
P1327,2024-01-06,79,19,91
P1328,2024-01-29,89,13,80
P1329,2024-01-15,215,41,86
P1330,2024-01-29,65,35,68
P1331,2024-01-22,174,24,90
P1332,2024-01-27,219,12,19
P1333,2024-01-20,225,54,62
P1334,2024-01-02,52,27,19
P1335,2024-01-22,68,35,29
P1336,2024-01-31,88,49,43
P1337,2024-01-14,213,48,47
P1338,2024-01-06,186,45,81
P1339,2024-01-08,213,42,78
P1340,2024-01-17,78,43,40
P1341,2024-01-27,231,10,64
P1342,2024-01-15,72,20,92
P1343,2024-01-14,215,15,61
P1344,2024-01-21,215,28,15
P1345,2024-01-22,175,57,63
P1346,2024-01-30,215,58,80
P1347,2024-01-26,65,22,69
P1348,2024-01-09,48,23,44
P1349,2024-01-13,93,11,38
P1350,2024-01-08,227,23,26
P1351,2024-01-03,217,49,53
P1352,2024-01-25,170,38,24
P1353,2024-01-07,163,43,30
P1354,2024-01-05,163,28,16
P1355,2024-01-18,93,33,34
P1356,2024-01-12,214,50,44
P1357,2024-01-03,86,57,20
P1358,2024-01-22,79,54,70
P1359,2024-01-16,56,35,51
P1360,2024-01-22,198,15,32
P1361,2024-01-17,30,56,20
P1362,2024-01-01,124,21,81
P1363,2024-01-08,59,40,99
P1364,2024-01-09,227,20,15
P1365,2024-01-25,215,44,62
P1366,2024-01-09,105,27,42
P1367,2024-01-19,220,21,54
P1368,2024-01-30,194,10,41
P1369,2024-01-02,124,59,82
P1370,2024-01-28,194,30,51
P1371,2024-01-21,113,46,73
P1372,2024-01-13,235,24,39
P1373,2024-01-08,121,20,13
P1374,2024-01-21,219,11,65
P1375,2024-01-03,130,50,72
P1376,2024-01-25,140,30,19
P1377,2024-01-11,31,51,60
P1378,2024-01-03,222,59,68
P1379,2024-01-24,136,60,67
P1380,2024-01-04,141,30,91
P1381,2024-01-11,182,43,87
P1382,2024-01-30,126,12,59
P1383,2024-01-23,237,37,38
P1384,2024-01-17,77,22,98
P1385,2024-01-28,142,30,48
P1386,2024-01-02,162,57,71
P1387,2024-01-03,107,13,92
P1388,2024-01-18,226,25,61
P1389,2024-01-27,51,11,47
P1390,2024-01-25,234,56,73
P1391,2024-01-11,172,27,78
P1392,2024-01-14,170,51,70
P1393,2024-01-06,143,53,55
P1394,2024-01-26,172,19,21
P1395,2024-01-04,132,39,11
P1396,2024-01-25,58,23,11
P1397,2024-01-16,201,58,44
P1398,2024-01-01,181,11,90
P1399,2024-01-25,61,30,85
P1400,2024-01-10,232,35,92
P1401,2024-01-07,191,13,100
P1402,2024-01-19,96,21,76
P1403,2024-01-30,173,44,11
P1404,2024-01-02,129,53,69
P1405,2024-01-18,195,48,100
P1406,2024-01-09,202,30,45
P1407,2024-01-04,223,38,59
P1408,2024-01-20,160,40,27
P1409,2024-01-30,66,33,99
P1410,2024-01-02,137,18,80
P1411,2024-01-05,141,49,48
P1412,2024-01-18,210,13,51
P1413,2024-01-30,40,43,25
P1414,2024-01-22,118,50,42
P1415,2024-01-12,155,33,25
P1416,2024-01-22,159,36,90
P1417,2024-01-30,72,15,42
P1418,2024-01-23,117,54,83
P1419,2024-01-07,46,48,63
P1420,2024-01-03,126,36,56
P1421,2024-01-17,176,15,18
P1422,2024-01-27,175,50,64
P1423,2024-01-17,213,59,52
P1424,2024-01-23,157,52,25
P1425,2024-01-22,62,55,21
P1426,2024-01-12,224,16,49
P1427,2024-01-22,77,11,35
P1428,2024-01-10,37,39,34
P1429,2024-01-06,124,59,10
P1430,2024-01-20,153,29,14
P1431,2024-01-18,79,27,41
P1432,2024-01-09,161,18,43
P1433,2024-01-24,140,24,36
P1434,2024-01-01,209,14,80
P1435,2024-01-09,210,54,19
P1436,2024-01-01,145,34,90
P1437,2024-01-10,78,43,48
P1438,2024-01-09,93,24,31
P1439,2024-01-12,44,44,67
P1440,2024-01-05,161,57,29
P1441,2024-01-18,73,10,21
P1442,2024-01-08,40,14,54
P1443,2024-01-30,82,49,14
P1444,2024-01-04,62,17,42
P1445,2024-01-05,58,27,15
P1446,2024-01-28,51,59,61
P1447,2024-01-02,132,24,65
P1448,2024-01-20,240,49,64
P1449,2024-01-03,232,40,82
P1450,2024-01-30,200,11,32
P1451,2024-01-15,95,21,18
P1452,2024-01-23,149,42,32
P1453,2024-01-25,71,39,34
P1454,2024-01-14,72,26,63
P1455,2024-01-11,229,14,11
P1456,2024-01-19,132,25,30
P1457,2024-01-24,67,53,60
P1458,2024-01-11,131,15,46
P1459,2024-01-03,137,32,42
P1460,2024-01-28,191,12,100
P1461,2024-01-13,152,11,71
P1462,2024-01-12,231,33,30
P1463,2024-01-06,127,38,44
P1464,2024-01-12,52,59,13
P1465,2024-01-18,44,46,59
P1466,2024-01-07,39,44,34
P1467,2024-01-17,231,35,49
P1468,2024-01-25,142,31,50
P1469,2024-01-28,197,38,54
P1470,2024-01-11,55,36,11
P1471,2024-01-14,195,47,14
P1472,2024-01-29,231,29,76
P1473,2024-01-01,207,35,10
P1474,2024-01-13,231,11,73
P1475,2024-01-04,203,53,86
P1476,2024-01-16,38,44,97
P1477,2024-01-20,227,57,79
P1478,2024-01-08,55,52,16
P1479,2024-01-28,186,36,57
P1480,2024-01-09,39,54,37
P1481,2024-01-14,166,53,20
P1482,2024-01-28,102,54,52
P1483,2024-01-31,34,46,17
P1484,2024-01-30,36,10,30
P1485,2024-01-14,135,42,78
P1486,2024-01-18,168,45,53
P1487,2024-01-13,31,27,92
P1488,2024-01-13,110,27,67
P1489,2024-01-19,62,36,100
P1490,2024-01-31,74,52,70
P1491,2024-01-14,179,49,59
P1492,2024-01-17,137,16,59
P1493,2024-01-07,117,20,10
P1494,2024-01-15,239,20,84
P1495,2024-01-15,49,59,60
P1496,2024-01-25,203,58,51
P1497,2024-01-01,151,27,58
P1498,2024-01-16,237,53,52
P1499,2024-01-25,115,34,84
P1500,2024-01-18,228,33,26
P1501,2024-01-29,151,54,10
P1502,2024-01-23,45,20,56
P1503,2024-01-21,232,45,94
P1504,2024-01-15,116,52,18
P1505,2024-01-23,131,55,86
P1506,2024-01-18,118,14,15
P1507,2024-01-22,104,24,37
P1508,2024-01-23,184,53,16
P1509,2024-01-22,170,55,28
P1510,2024-01-04,39,40,41
P1511,2024-01-24,153,59,27
P1512,2024-01-17,154,54,80
P1513,2024-01-23,125,13,65
P1514,2024-01-08,153,54,65
P1515,2024-01-14,195,32,26
P1516,2024-01-12,112,50,33
P1517,2024-01-03,148,32,99
P1518,2024-01-21,42,40,48
P1519,2024-01-04,104,53,30
P1520,2024-01-17,101,14,95
P1521,2024-01-01,230,21,70
P1522,2024-01-28,44,38,54
P1523,2024-01-31,95,13,65
P1524,2024-01-09,38,36,56
P1525,2024-01-12,44,48,32
P1526,2024-01-24,223,32,99
P1527,2024-01-10,139,24,43
P1528,2024-01-26,105,13,32
P1529,2024-01-01,217,26,55
P1530,2024-01-18,211,20,70
P1531,2024-01-16,98,53,76
P1532,2024-01-18,31,52,44
P1533,2024-01-15,180,16,88
P1534,2024-01-07,219,32,39
P1535,2024-01-17,86,52,98
P1536,2024-01-01,235,32,89
P1537,2024-01-12,94,35,92
P1538,2024-01-02,153,55,98
P1539,2024-01-20,111,20,74
P1540,2024-01-27,156,13,93
P1541,2024-01-17,32,28,15
P1542,2024-01-15,207,51,94
P1543,2024-01-20,162,28,57
P1544,2024-01-30,238,20,31
P1545,2024-01-10,109,56,48
P1546,2024-01-24,128,42,15
P1547,2024-01-28,118,21,25
P1548,2024-01-04,205,45,47
P1549,2024-01-18,85,55,18
P1550,2024-01-25,182,14,76
P1551,2024-01-26,88,41,89
P1552,2024-01-26,158,50,67
P1553,2024-01-06,37,19,34
P1554,2024-01-13,38,34,84
P1555,2024-01-02,211,22,10
P1556,2024-01-15,115,10,93
P1557,2024-01-20,152,46,14
P1558,2024-01-29,137,12,55
P1559,2024-01-23,237,39,45
P1560,2024-01-31,225,42,69
P1561,2024-01-11,103,57,89
P1562,2024-01-08,65,17,49
P1563,2024-01-27,194,26,88
P1564,2024-01-04,75,28,19
P1565,2024-01-30,96,35,70
P1566,2024-01-04,228,43,13
P1567,2024-01-14,173,22,46
P1568,2024-01-16,233,60,52
P1569,2024-01-21,223,59,37
P1570,2024-01-11,140,27,44
P1571,2024-01-24,132,37,75
P1572,2024-01-14,203,28,89
P1573,2024-01-02,142,41,30
P1574,2024-01-22,91,52,41
P1575,2024-01-24,128,18,90
P1576,2024-01-25,188,60,85
P1577,2024-01-21,142,42,43
P1578,2024-01-20,230,29,49
P1579,2024-01-06,222,60,46
P1580,2024-01-05,197,11,13
P1581,2024-01-08,164,46,27
P1582,2024-01-03,228,58,64
P1583,2024-01-07,187,58,15
P1584,2024-01-14,39,20,58
P1585,2024-01-13,196,28,58
P1586,2024-01-31,198,11,68
P1587,2024-01-24,159,21,97
P1588,2024-01-13,201,20,69
P1589,2024-01-27,81,60,92
P1590,2024-01-21,193,19,47
P1591,2024-01-10,125,36,22
P1592,2024-01-28,65,40,74
P1593,2024-01-08,161,18,37
P1594,2024-01-07,116,26,34
P1595,2024-01-25,53,49,68
P1596,2024-01-02,239,10,66
P1597,2024-01-26,106,22,67
P1598,2024-01-27,152,49,81
P1599,2024-01-15,74,36,92
P1600,2024-01-10,134,21,85
P1601,2024-01-25,31,39,19
P1602,2024-01-21,218,22,51
P1603,2024-01-25,97,52,77
P1604,2024-01-12,112,46,67
P1605,2024-01-21,226,37,26
P1606,2024-01-05,117,52,27
P1607,2024-01-30,63,59,94
P1608,2024-01-23,175,40,40
P1609,2024-01-22,154,10,40
P1610,2024-01-15,172,46,92
P1611,2024-01-16,65,16,83
P1612,2024-01-19,119,18,35
P1613,2024-01-02,53,55,88
P1614,2024-01-28,222,50,16
P1615,2024-01-30,59,44,100
P1616,2024-01-23,106,53,91
P1617,2024-01-13,62,39,99
P1618,2024-01-30,45,58,12
P1619,2024-01-09,156,36,74
P1620,2024-01-31,240,50,29
P1621,2024-01-18,111,39,59
P1622,2024-01-15,206,52,26
P1623,2024-01-18,187,40,46
P1624,2024-01-15,37,51,91
P1625,2024-01-23,154,14,20
P1626,2024-01-23,74,41,60
P1627,2024-01-05,109,53,91
P1628,2024-01-07,127,40,33
P1629,2024-01-02,122,44,88
P1630,2024-01-20,187,29,65
P1631,2024-01-26,227,43,34
P1632,2024-01-03,179,60,33
P1633,2024-01-09,164,55,87
P1634,2024-01-17,231,47,31
P1635,2024-01-03,69,31,85
P1636,2024-01-20,36,49,10
P1637,2024-01-23,73,51,93
P1638,2024-01-06,36,15,76
P1639,2024-01-22,167,12,10
